Year,Incident cost,Description,Animal group,Property type,Property category,Service type,"Ward code
",Ward,Borough Code,Borough,Station,Postcode,Latitude,Longitude
2015,295,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Tree scrub,Outdoor,Other animal assistance,E05000451,Rushey Green,E09000023,Lewisham,Lewisham,SE6,51.44635008,-0.012089197
2015,295,ASSIST RSPCA TO RESCUE CAT IN TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,E05011245,Hainault,E09000026,Redbridge,Hainault,IG7,51.61086059,0.097103972
2015,295,SQUIRELL TRAPPED IN BIN,Squirrel,Small refuse/rubbish container,Outdoor Structure,Other animal assistance,E05000628,West Hill,E09000032,Wandsworth,Wandsworth,SW15,51.4533007,-0.211926524
2015,295,CAT TRAPPED IN ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011247,Loxford,E09000026,Redbridge,Ilford,IG1,NULL,NULL
2015,295,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05009402,Redcliffe,E09000020,Kensington and Chelsea,Chelsea,SW5,NULL,NULL
2015,295,2 KITTENS TRAPPED IN ENGINE COMPARTMENT OF VAN,Cat,Van,Road Vehicle,Other animal assistance,E05011102,Faraday,E09000028,Southwark,Old Kent Road,SE17,51.48926092,-0.088671152
2015,295,FOX IN PRECARIOUS POSITION,Fox,Single shop,Non Residential,Animal rescue from height,E05000408,Grove,E09000021,Kingston upon Thames,Kingston,KT1,51.41006734,-0.301617452
2015,295,ASSIST RSPCA WITH CAT STUCK ON ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000609,Wood Street,E09000031,Waltham Forest,Walthamstow,E17,NULL,NULL
2015,295,DOG STUCK IN TREE,Dog,Playground/Recreation area (not equipment),Outdoor,Animal rescue from height,E05000044,Burnt Oak,E09000003,Barnet,Mill Hill,HA8,51.60789653,-0.249213191
2015,295,ASSIST RSPCA WITH TRAPPED FOX,Fox,Purpose built office,Non Residential,Other animal assistance,E05000370,Clerkenwell,E09000019,Islington,Shoreditch,EC1M,51.5202718,-0.103862859
2015,295,CAT STUCK IN CULVERT,Cat,Other outdoor location,Outdoor,Animal rescue from below ground,E05000454,Whitefoot,E09000023,Lewisham,Lewisham,SE6,51.43058927,-0.016024477
2015,590,KITTEN STUCK IN CHIMNEY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000618,Nightingale,E09000032,Wandsworth,Tooting,SW17,NULL,NULL
2015,295,ASSIST MOP WITH INJURED DOG,Dog,Fire station,Non Residential,Other animal assistance,E05000320,St Andrew's,E09000016,Havering,Hornchurch,RM11,51.56458893,0.220490683
2015,295,CAT STUCK ON WINDOW LEDGE UNABLE TO GET DOWN,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000494,West Ham,E09000025,Newham,Stratford,E13,NULL,NULL
2015,295,CAT IN THE RIVER,Cat,River/canal,Outdoor,Animal rescue from water,E05000362,Isleworth,E09000018,Hounslow,Heston,TW7,51.47093784,-0.332992584
2015,295,CAT UP TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000594,Endlebury,E09000031,Waltham Forest,Chingford,E4,51.629781,-0.016231551
2015,295,CAT TRAPPED IN WALL RECESS,Cat,Cycle path/public footpath/bridleway,Outdoor,Other animal assistance,E05000362,Isleworth,E09000018,Hounslow,Heston,TW7,51.47086021,-0.33259225
2015,295,BIRDS TRAPPED IN NETTING,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000438,Blackheath,E09000023,Lewisham,Greenwich,SE13,NULL,NULL
2015,295,BIRD TRAPPED IN FIREPLACE,Bird,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,E05000612,Earlsfield,E09000032,Wandsworth,Wandsworth,SW18,NULL,NULL
2015,295,CAT STUCK BETWEEN WALLS,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011476,Purley & Woodcote,E09000008,Croydon,Purley,CR8,NULL,NULL
2015,295,PUPPY WITH HEAD TRAPPED IN RAILINGS,Dog,House - single occupancy,Dwelling,Other animal assistance,E05009402,Redcliffe,E09000020,Kensington and Chelsea,Chelsea,SW10,NULL,NULL
2015,295,ASSIST RSPCA WITH CAT UP A TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000331,Heathrow Villages,E09000017,Hillingdon,Hayes,UB3,51.48707052,-0.434079377
2015,NULL,DOG WITH HEAD TRAPPED IN RAILINGS,Dog,Railings,Outdoor Structure,Other animal assistance,E05000334,Manor,E09000017,Hillingdon,Ruislip,HA4,51.56832999,-0.403108673
2015,295,ASSIST RSPCA WITH INJURED HERON,Bird,House - single occupancy,Dwelling,Other animal assistance,E05000261,Ravenscourt Park,E09000013,Hammersmith and Fulham,Hammersmith,W6,NULL,NULL
2015,295,CAT STUCK ON ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000058,Oakleigh,E09000003,Barnet,Barnet,N20,NULL,NULL
2015,295,CAT WITH HEAD STUCK IN CHAIR,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000284,Woodside,E09000014,Haringey,Tottenham,N22,NULL,NULL
2015,295,DOG TRAPPED IN BRANCHES IN REAR GARDEN,Dog,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05000105,Willesden Green,E09000005,Brent,Willesden,NW2,NULL,NULL
2015,295,ASSIST RSPCA WITH KITTEN IN TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000453,Telegraph Hill,E09000023,Lewisham,New Cross,SE14,51.47100038,-0.043674722
2015,590,HORSE TRAPPED IN HORSEBOX,Horse,Agricultural vehicle,Road Vehicle,Other animal assistance,E05000108,Bromley Common and Keston,E09000006,Bromley,Biggin Hill,BR2,51.35645973,0.028271547
2015,295,ASSIST RSPCA WITH CAT UP A TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05011484,South Croydon,E09000008,Croydon,Croydon,CR0,51.3649551,-0.086021581
2015,295,ASSIST RSPCA FOR TRAPPED BIRDS,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000218,Eltham North,E09000011,Greenwich,Eltham,SE9,51.45550756,0.05093801
2015,590,DOG TRAPPED DOWN HOLE,Dog,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,E05000171,Cleveland,E09000009,Ealing,Ealing,W13,51.52292241,-0.32093185
2015,295,DOG TRAPPED UNDER STONE SHED,Dog,Private Garden Shed,Non Residential,Animal rescue from below ground,E05000562,St Helier,E09000029,Sutton,Sutton,SM4,51.38641175,-0.196008539
2015,295,TRAPPED BIRD,Bird,Hotel/motel,Other Residential,Animal rescue from height,E05000472,Village,E09000024,Merton,Wimbledon,SW19,51.42407158,-0.228932728
2015,295,BIRD TRAPPED IN CHMINEY,Bird,House - single occupancy,Dwelling,Other animal assistance,E05000448,Lewisham Central,E09000023,Lewisham,Lewisham,SE13,NULL,NULL
2015,295,ASSIST RSCPA WITH CAT ON ROOF OF 2 STOREY HOUSE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05009380,Lea Bridge,E09000012,Hackney,Homerton,E5,NULL,NULL
2015,295,CAT STUCK BETWEEN WALLS,Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000222,Greenwich West,E09000011,Greenwich,Greenwich,SE10,NULL,NULL
2015,295,CAT TRAPPED BEHIND GARAGE,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05000427,Prince's,E09000022,Lambeth,Lambeth,SE11,NULL,NULL
2015,295,CAT TRAPPED UNDER DASH BOARD OF CAR,Cat,Car,Road Vehicle,Other animal assistance,E05000171,Cleveland,E09000009,Ealing,Ealing,W5,51.52580473,-0.31498735
2015,295,DUCKLINGS FALLEN INTO DRAIN,Bird,River/canal,Outdoor,Animal rescue from water,E05009323,Canary Wharf,E09000030,Tower Hamlets,Millwall,E14,51.49407342,-0.025816608
2015,295,DUCKLINGS IN DISTRESS,Bird,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05009323,Canary Wharf,E09000030,Tower Hamlets,Millwall,E14,51.50261456,-0.026758469
2015,295,CAT POSSIBLY TRAPPED BEHIND SINK,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05011107,North Walworth,E09000028,Southwark,Old Kent Road,SE17,NULL,NULL
2015,295,SMALL ANIMAL RESCUE,Unknown - Wild Animal,House - single occupancy,Dwelling,Other animal assistance,E05000032,Gascoigne,E09000002,Barking and Dagenham,Barking,IG11,NULL,NULL
2015,295,ASSIST RSPCA BIRD STUCK IN CHIMNEY,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000275,Noel Park,E09000014,Haringey,Tottenham,N22,NULL,NULL
2015,295,DOG LOCKED IN BEDROOM,Dog,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,E05000372,Highbury East,E09000019,Islington,Stoke Newington,N5,NULL,NULL
2015,295,CAT STUCK ON WINDOW SILL AT THIRD FLOOR LEVEL,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000623,Shaftesbury,E09000032,Wandsworth,Clapham,SW11,NULL,NULL
2015,295,ANIMAL TRAPPED IN FIRE BREAST,Unknown - Wild Animal,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05000605,Leytonstone,E09000031,Waltham Forest,Leytonstone,E11,NULL,NULL
2015,295,CAT TRAPPED IN FIREPLACE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000207,Southbury,E09000010,Enfield,Enfield,EN1,NULL,NULL
2015,295,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05011106,North Bermondsey,E09000028,Southwark,Dockhead,SE16,51.49234759,-0.059788129
2015,298,DOG STUCK IN GUTTERING ON 3RD FLOOR ROOF,Dog,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,E05000258,North End,E09000013,Hammersmith and Fulham,Hammersmith,W14,NULL,NULL
2015,298,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000113,Copers Cope,E09000006,Bromley,Beckenham,BR3,NULL,NULL
2015,298,BIRD TRAPPED IN TREE,Bird,Roadside vegetation,Outdoor,Animal rescue from height,E05011106,North Bermondsey,E09000028,Southwark,Dockhead,SE16,51.49795455,-0.060601642
2015,298,ASSIST RSPCA WITH CAT TRAPPED UP CHIMNEY,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000175,East Acton,E09000009,Ealing,Acton,W3,NULL,NULL
2015,298,CAT TRAPPED ON MIDDLE BALCONY,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000518,Fulwell and Hampton Hill,E09000027,Richmond upon Thames,Twickenham,TW11,NULL,NULL
2015,298,CAT UP CHIMNEY,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000207,Southbury,E09000010,Enfield,Enfield,EN1,NULL,NULL
2015,298,CAT STUCK ON ROOF - SUSPECTED BROKEN LEG,Cat,Common external bin storage area,Outdoor Structure,Animal rescue from height,E05000184,Northolt Mandeville,E09000009,Ealing,Northolt,UB5,51.55055727,-0.368205608
2015,298,CAT STUCK IN VENT  ONE TL,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000648,Westbourne,E09000033,Westminster,Paddington,W2,NULL,NULL
2015,596,CAT TRAPPED IN BRAMBLE BUSH,Cat,Scrub land,Outdoor,Other animal assistance,E05000467,Pollards Hill,E09000024,Merton,Norbury,CR4,51.39857337,-0.142683438
2015,298,CAT TRAPPED BEHIND BATHTUB,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000284,Woodside,E09000014,Haringey,Tottenham,N22,NULL,NULL
2015,298,CAT TRAPPED BETWEEN WALLS,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000275,Noel Park,E09000014,Haringey,Tottenham,N22,NULL,NULL
2015,298,DOG TRAPPED UNDER SHED,Dog,House - single occupancy,Dwelling,Other animal assistance,E05000045,Childs Hill,E09000003,Barnet,West Hampstead,NW2,NULL,NULL
2015,298,DOG TRAPPED IN RAILINGS,Dog,Fence,Outdoor Structure,Other animal assistance,E05000058,Oakleigh,E09000003,Barnet,Barnet,EN5,51.64427697,-0.18162866
2015,298,CAT TRAPPED ON SCAFFOLDING,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000276,Northumberland Park,E09000014,Haringey,Tottenham,N17,NULL,NULL
2015,298,CAT TRAPPED BEHIND THE INSIDE WALL,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011233,West Heath,E09000004,Bexley,Erith,DA7,NULL,NULL
2015,298,PIGEON TRAPPED IN NETTING UNDER RAILWAY BRIDGE,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000109,Bromley Town,E09000006,Bromley,Bromley,BR1,51.40099341,0.019283498
2015,894,HORSE TRAPPED IN DITCH - WATER RESCUE LEVEL 2,Horse,Animal harm outdoors,Outdoor,Animal rescue from water,E05011218,Belvedere,E09000004,Bexley,Erith,DA17,51.49664124,0.162050703
2015,298,CAT STUCK DOWN HOLE,Cat,Park,Outdoor,Animal rescue from below ground,E05000423,Herne Hill,E09000022,Lambeth,West Norwood,SW2,51.45340054,-0.111039348
2015,298,CAT FALLEN AND TRAPPED BETWEEN WALL AND HEDGE,Cat,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Animal rescue from below ground,E05009396,Golborne,E09000020,Kensington and Chelsea,North Kensington,W10,NULL,NULL
2015,298,BIRD WITH LEG TRAPPED IN TREE,Bird,Tree scrub,Outdoor,Other animal assistance,E05000559,Carshalton South and Clockhouse,E09000029,Sutton,Wallington,SM5,51.34565681,-0.161323007
2015,298,SMALL ANIMAL RESCUE,Bird,Animal harm outdoors,Outdoor,Animal rescue from height,E05000331,Heathrow Villages,E09000017,Hillingdon,Surrey,TW19,51.4619599,-0.49417632
2015,298,ABANDONED CALL TO FIRE,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000196,Cockfosters,E09000010,Enfield,Barnet,EN4,NULL,NULL
2015,298,INJURED CAT IN TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05009323,Canary Wharf,E09000030,Tower Hamlets,Millwall,E14,51.49895351,-0.025101313
2015,298,BIRD TRAPPED IN NETTING,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000612,Earlsfield,E09000032,Wandsworth,Tooting,SW18,51.44205189,-0.187975048
2015,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,House - single occupancy,Dwelling,Other animal assistance,E05000060,Underhill,E09000003,Barnet,Mill Hill,NW7,NULL,NULL
2015,298,ASSIST RSPCA,Bird,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05009400,Pembridge,E09000020,Kensington and Chelsea,Kensington,W11,51.51267792,-0.198317929
2015,298,CAT TRAPPED IN ALLEWAY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011486,Thornton Heath,E09000008,Croydon,Norbury,SE25,NULL,NULL
2015,298,DOG TRAPPED UNDER BATH,Dog,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05011115,St. Giles,E09000028,Southwark,Peckham,SE5,NULL,NULL
2015,298,BIRD TRAPPED IN NETTING,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000591,Cathall,E09000031,Waltham Forest,Leytonstone,E11,NULL,NULL
2015,298,BIRD TRAPPED IN TREE,Bird,Tree scrub,Outdoor,Animal rescue from height,E05009383,Springfield,E09000012,Hackney,Stoke Newington,E5,51.5659624,-0.058762469
2015,298,ASSIST RSPCA WITH KITTEN STUCK IN TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000598,Hatch Lane,E09000031,Waltham Forest,Woodford,E4,51.61656068,0.006607139
2015,596,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,House - single occupancy,Dwelling,Other animal assistance,E05000532,West Twickenham,E09000027,Richmond upon Thames,Twickenham,TW2,NULL,NULL
2015,298,DOG TRAPPED ON RAILWAY,Dog,Railway trackside vegetation,Outdoor,Other animal assistance,E05011476,Purley & Woodcote,E09000008,Croydon,Purley,CR8,51.33341619,-0.117596988
2015,298,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Other animal assistance,E05000037,Parsloes,E09000002,Barking and Dagenham,Dagenham,RM8,NULL,NULL
2015,596,CAT TRAPPED IN BETWEEN BUILDINGS,Cat,Pre School/nursery,Non Residential,Other animal assistance,E05000032,Gascoigne,E09000002,Barking and Dagenham,Barking,IG11,51.53200784,0.081164761
2015,298,SMALL ANIMAL RESCUE,Bird,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,E05000212,Upper Edmonton,E09000010,Enfield,Edmonton,N18,NULL,NULL
2015,298,CAT TRAPPED BETWEEN BUILDINGS,Cat,Private garage,Non Residential,Other animal assistance,E05000178,Greenford Green,E09000009,Ealing,Northolt,UB5,51.54830611,-0.355737881
2015,298,CAT TRAPPED BEHIND WALL,Cat,Pre School/nursery,Non Residential,Other animal assistance,E05000032,Gascoigne,E09000002,Barking and Dagenham,Barking,IG11,51.53200784,0.081164761
2015,298,CAT STUCK IN CHIMNEY,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000090,Fryent,E09000005,Brent,Stanmore,NW9,NULL,NULL
2015,298,CAT TRAPPED IN ROOF SPACE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000040,Valence,E09000002,Barking and Dagenham,Dagenham,RM8,NULL,NULL
2015,298,CAT TRAPPED IN GATE,Cat,Fence,Outdoor Structure,Other animal assistance,E05011470,New Addington North,E09000008,Croydon,Addington,CR0,51.35428881,-0.027422536
2015,894,HORSE STUCK UP SIDE DOWN IN DITCH,Horse,Hedge,Outdoor,Other animal assistance,E05000297,Pinner,E09000015,Harrow,Harrow,HA5,51.61315119,-0.386860853
2015,298,CAT ON ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000041,Village,E09000002,Barking and Dagenham,Dagenham,RM10,NULL,NULL
2015,596,SHEEP TRAPPED INTO RIVER LEA,Sheep,River/canal,Outdoor,Animal rescue from water,E05000206,Ponders End,E09000010,Enfield,Enfield,EN3,51.64127972,-0.031541196
2015,298,CAT STUCK IN MESH AND NETTING UP TREE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000376,Junction,E09000019,Islington,Kentish Town,N19,51.56365575,-0.137753482
2015,298,PIGEON TRAPPED IN NETTING,Bird,Train station - elsewhere,Non Residential,Animal rescue from height,E05000416,Bishop's,E09000022,Lambeth,Lambeth,SE1,51.50313881,-0.113234309
2015,298,ASSIST RSPCA,Unknown - Wild Animal,TV/film/music/art studio,Non Residential,Animal rescue from height,E05000363,Osterley and Spring Grove,E09000018,Hounslow,Heston,TW8,51.48517021,-0.323327869
2015,298,ASSIST RSPCA WITH TRAPPED BIRD,Bird,Single shop,Non Residential,Animal rescue from height,E05000109,Bromley Town,E09000006,Bromley,Bromley,BR1,51.40228841,0.015099277
2015,596,PROTECTED BIRD STUCK IN NETTING,Bird,Sports pavilion/shower block/changing facility,Non Residential,Animal rescue from height,E05000034,Heath,E09000002,Barking and Dagenham,Dagenham,RM8,51.56253454,0.156098585
2015,298,INCOMPLETE CALL TO BIN ALIGHT,Unknown - Domestic Animal Or Pet,Tree scrub,Outdoor,Animal rescue from height,E05009329,St Dunstan's,E09000030,Tower Hamlets,Shadwell,E14,51.51351745,-0.039301561
2015,298,CAT TRAPPED BEHIND OVEN,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000331,Heathrow Villages,E09000017,Hillingdon,Hayes,UB3,NULL,NULL
2015,298,CAT TRAPPED ON ROOF UNDER TILE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000600,Higham Hill,E09000031,Waltham Forest,Walthamstow,E17,NULL,NULL
2015,298,CAT TRAPPED INSIDE POOL TABLE,Cat,Pub/wine bar/bar,Non Residential,Other animal assistance,E05000425,Larkhall,E09000022,Lambeth,Clapham,SW8,51.47133044,-0.137916424
2015,298,FOX TRAPPED IN GATE,Fox,Fence,Outdoor Structure,Other animal assistance,E05000312,Harold Wood,E09000016,Havering,Harold Hill,RM3,51.59719194,0.23120501
2015,298,KITTEN WITH PAW STUCK IN WINDOW FRAME,Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,E05000132,Fortune Green,E09000007,Camden,West Hampstead,NW2,NULL,NULL
2015,298,PIDGEON TRAPPED IN CHIMNEY BREAST,Bird,House - single occupancy,Dwelling,Animal rescue from below ground,E05000120,Kelsey and Eden Park,E09000006,Bromley,Beckenham,BR3,NULL,NULL
2015,298,DEER TRAPPED IN METAL FENCE,Deer,Animal harm outdoors,Outdoor,Other animal assistance,E05000117,Darwin,E09000006,Bromley,Biggin Hill,TN16,51.32033994,0.059371536
2015,298,DOG TRAPPED UNDER THE RADIATOR,Dog,House - single occupancy,Dwelling,Other animal assistance,E05000320,St Andrew's,E09000016,Havering,Hornchurch,RM12,NULL,NULL
2015,298,INJURED CAT ON 6TH FLOOR LEDGE,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05011487,Waddon,E09000008,Croydon,Croydon,CR0,NULL,NULL
2015,298,BIRD CAUGHT IN WIRE,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000377,Mildmay,E09000019,Islington,Islington,N5,NULL,NULL
2015,596,BIRD TRAPPED IN NETTING ON WALL ON 4TH FLOOR,Bird,Purpose built office,Non Residential,Animal rescue from height,E05000230,Woolwich Riverside,E09000011,Greenwich,Plumstead,SE18,51.49002075,0.066373554
2015,298,BIRD TRAPPED IN CHIMNEY,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000274,Muswell Hill,E09000014,Haringey,Hornsey,N10,NULL,NULL
2015,298,CAT TRAPPED UNDER ELECTRIC SOFA,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000309,Emerson Park,E09000016,Havering,Hornchurch,RM11,NULL,NULL
2015,298,CAT TRAPPED IN HOLE,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000479,Custom House,E09000025,Newham,Plaistow,E16,NULL,NULL
2015,298,SMALL ANIMAL RESCUE,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000057,Mill Hill,E09000003,Barnet,Finchley,NW7,51.6078011,-0.208894315
2015,298,MAN AND DOG STUCK IN BROOK,Dog,Animal harm outdoors,Outdoor,Other animal assistance,E05000059,Totteridge,E09000003,Barnet,Barnet,N20,51.63742007,-0.184807771
2015,298,DOG IN PRECARIOUS POSITION,Dog,House - single occupancy,Dwelling,Animal rescue from height,E05000308,Elm Park,E09000016,Havering,Hornchurch,RM13,NULL,NULL
2015,298,DOG COLLAR STUCK AROUND LEG AND NECK,Dog,House - single occupancy,Dwelling,Other animal assistance,E05000209,Southgate Green,E09000010,Enfield,Southgate,N11,NULL,NULL
2015,298,PIDGEON TRAPPED IN NETTING,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000087,Brondesbury Park,E09000005,Brent,West Hampstead,NW6,51.54525137,-0.201977675
2015,298,CAT TRAPPED BEHIND PIPES,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011109,Old Kent Road,E09000028,Southwark,Old Kent Road,SE1,NULL,NULL
2015,298,CAT TRAPPED IN CAR ENGINE,Cat,Car,Road Vehicle,Other animal assistance,E05000350,Cranford,E09000018,Hounslow,Feltham,TW4,51.47733429,-0.406922035
2015,298,KITTENS STUCK DOWN HOLE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011109,Old Kent Road,E09000028,Southwark,Old Kent Road,SE1,NULL,NULL
2015,298,CAT TRAPPED BEHIND BOILER,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000419,Clapham Town,E09000022,Lambeth,Clapham,SW8,NULL,NULL
2015,298,SMALL ANIMAL RESCUE,Unknown - Domestic Animal Or Pet,Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,E05000063,Woodhouse,E09000003,Barnet,Barnet,N20,51.62293445,-0.176169012
2015,298,BABY FOX IN DISTRESS,Fox,House - single occupancy,Dwelling,Other animal assistance,E05009320,Bow West,E09000030,Tower Hamlets,Bethnal Green,E3,NULL,NULL
2015,298,ASSIST RSPCA WITH SMALL ANIMAL RESCUE - WATER RESCUE LEVEL 2,Unknown - Wild Animal,Lake/pond/reservoir,Outdoor,Other animal assistance,E05000211,Turkey Street,E09000010,Enfield,Enfield,EN3,51.67199734,-0.044903451
2015,298,KITTEN STUCK IN LOFT,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000314,Heaton,E09000016,Havering,Harold Hill,RM3,NULL,NULL
2015,298,FOX CUB TRAPPED IN NETTING,Fox,House - single occupancy,Dwelling,Other animal assistance,E05011233,West Heath,E09000004,Bexley,Plumstead,DA16,NULL,NULL
2015,298,BIRD TANGLED UP IN NETTING,Bird,Library,Non Residential,Animal rescue from height,E05000531,Twickenham Riverside,E09000027,Richmond upon Thames,Twickenham,TW1,51.44753644,-0.32772858
2015,298,CAT STUCK UP TREE WITH LEAD CAUGHT ROUND BRANCHES,Cat,Park,Outdoor,Animal rescue from height,E05000185,Northolt West End,E09000009,Ealing,Northolt,UB5,51.54000004,-0.389002521
2015,298,ASSIST RSPCA WITH PIGEON TRAPPED IN NETTING,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05011249,Monkhams,E09000026,Redbridge,Woodford,IG8,NULL,NULL
2015,298,BIRD TRAPPED IN NETTING,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000218,Eltham North,E09000011,Greenwich,Eltham,SE9,51.45539948,0.050947559
2015,298,CAT TRAPPED ON ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000557,Belmont,E09000029,Sutton,Sutton,SM2,NULL,NULL
2015,298,PIGEON TRAPPED IN NETTING,Bird,Other outdoor location,Outdoor,Other animal assistance,E05011249,Monkhams,E09000026,Redbridge,Woodford,IG8,51.60786939,0.033520084
2015,298,CAT TRAPPED IN ROOF,Cat,Bungalow - single occupancy,Dwelling,Other animal assistance,E05000276,Northumberland Park,E09000014,Haringey,Tottenham,N17,NULL,NULL
2015,298,CAT STUCK IN FOOT CANAL,Cat,Canal/riverbank vegetation,Outdoor,Animal rescue from water,E05000100,Stonebridge,E09000005,Brent,Park Royal,NW10,51.55040943,-0.260205489
2015,298,ANIMAL TRAPPED ON ROOF,Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05009325,Lansbury,E09000030,Tower Hamlets,Poplar,E14,NULL,NULL
2015,298,CAT TRAPPED INSIDE INSIDE CHAIR,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000224,Middle Park and Sutcliffe,E09000011,Greenwich,Eltham,SE9,NULL,NULL
2015,298,SMALL ANIMAL RESCUE,Unknown - Wild Animal,House - single occupancy,Dwelling,Other animal assistance,E05000464,Longthornton,E09000024,Merton,Norbury,CR4,NULL,NULL
